Gene;(Intercept);Selection;WNL-NL;C_NL1_G9_C;C_NL2_G9_C;C_NL3_G9_C;W_NL1_G9_C;W_NL2_G9_C;W_NL3_G9_C;meanWNL9;meanNL9;meanWNL9DIVmeanNL9;C_NL1_G23_C;C_NL2_G23_C;C_NL3_G23_C;W_NL1_G23_C;W_NL2_G23_C;W_NL3_G23_C;meanWNL23;meanNL23;meanWNL23DIVmeanNL23
gene-LOC117898032;0;8.05E-05;-119.1501344;607.1698148;791.6796904;609.6561202;557.9573211;594.715366;498.3825351;550.3517408;669.5018751;0.822031664;770.8933579;505.7303571;679.4611765;886.6693419;742.8763991;788.6024354;806.0493921;652.0282971;1.236218421
gene-LOC117900644;0;8.13E-05;-138.5692724;1270.956751;1521.524044;1452.774021;1119.121294;1455.006408;1255.419297;1276.515666;1415.084939;0.902077064;1304.960543;1270.322695;1474.770943;1518.846752;1678.560413;1788.239325;1661.882163;1350.018061;1.231007356
gene-LOC117900053;0;8.19E-05;-104.293091;595.4559277;694.24219;591.9528572;533.3729947;518.090253;517.3084542;522.9239006;627.2169916;0.833720877;662.146646;518.7234295;721.7551063;808.8628914;766.5047833;781.9381894;785.7686214;634.2083939;1.238975436
gene-LOC117897584;0;8.22E-05;27.3888417;64.42637906;43.09735593;66.38723632;87.64846807;80.10807273;88.32095559;85.35916546;57.97032377;1.472463149;54.37335596;85.95417136;54.24656213;58.35483785;41.58595618;57.75679808;52.56586404;64.85802982;0.810475807
gene-LOC117902319;0;8.24E-05;-69.89239967;499.7925163;488.1244008;532.2043445;394.4181063;439.7236601;476.3022962;436.8146875;506.7070872;0.862065478;525.6091077;459.7548701;544.3044878;579.4959593;580.3131158;590.8964727;583.5685159;509.8894885;1.144499993
gene-LOC117901345;0;8.29E-05;116.920963;880.4938471;619.2902667;780.0500267;963.064265;790.6318482;876.9009162;876.8656765;759.9447135;1.153854565;762.4352803;868.5369176;718.0773732;730.245957;745.7118052;704.1886536;726.7154719;783.0165237;0.928097237
gene-LOC117890610;0;8.38E-05;-245.3137798;1940.60063;2081.789671;2059.11078;1663.183126;1974.838141;1707.538475;1781.853247;2027.167027;0.878986893;2176.142535;1805.037599;2341.796504;2520.604802;2359.057878;2522.417086;2467.359922;2107.658879;1.170663785
gene-LOC117890249;0;8.41E-05;-204.6845861;1448.617372;1463.436303;1189.437984;1301.900416;1126.737458;1058.800027;1162.4793;1367.163886;0.85028526;1765.321624;1236.340814;1574.069735;1880.322553;1393.129532;1396.159523;1556.537203;1525.244057;1.020516812
gene-LOC117890385;0;8.48E-05;41.07716476;144.4712743;112.427885;170.3939065;166.7458661;167.1820648;216.5966292;183.5081867;142.4310219;1.288400407;192.1191911;178.9046125;188.4838176;212.3467711;208.8749163;221.0308234;214.0841703;186.5025404;1.147888762
gene-LOC117896544;0;8.55E-05;-122.4643234;1434.95117;1546.820318;1572.271047;1299.762648;1455.877148;1431.009769;1395.549855;1518.014178;0.919325969;1579.243917;1835.021612;1595.2167;1742.540297;1792.921793;1709.379082;1748.280391;1669.827409;1.046982689
gene-LOC117897946;0;8.70E-05;122.526792;1519.876851;1242.32813;1438.39012;1666.389777;1343.551698;1558.234002;1522.725159;1400.198367;1.087506738;2178.559129;1944.962994;1904.146274;1992.169326;1642.645269;1648.290161;1761.034919;2009.222799;0.87647568
gene-LOC117899366;0;8.71E-05;-129.4126013;1641.896509;1692.03967;1326.638272;1448.337491;1535.985221;1288.013936;1424.112216;1553.524817;0.916697435;1766.52992;1581.156966;1962.070569;2016.483841;1827.891801;2032.595009;1958.990217;1769.919152;1.10682469
gene-LOC117902921;0;8.86E-05;132.4113569;861.9468592;638.9651466;1107.560393;1041.092779;782.7951889;1181.818501;1001.902156;869.4907995;1.152286093;790.2261067;744.6029961;832.087097;744.8346665;817.5420931;830.8093263;797.7286953;788.9720666;1.011098782
gene-LOC117903199;0;8.87E-05;-105.8861989;1241.672033;1098.045677;1099.815215;1140.498969;1016.153488;965.2218718;1040.624776;1146.510975;0.907644845;1667.449583;1518.190538;1266.979027;1388.358851;989.5567301;1121.814732;1166.576771;1484.206383;0.785993636
gene-LOC117901081;0;8.91E-05;-35.41054299;127.8766009;151.7776448;138.3067423;95.13065437;111.4547099;105.1439948;103.9097863;139.3203293;0.745833626;100.2886343;149.9200663;129.6400892;51.06048312;83.17191237;67.75316698;67.32852082;126.6162633;0.53175255
gene-LOC117890754;0;9.05E-05;22.69414312;40.99860486;28.10697126;45.36461148;64.13302542;62.69327431;55.72631722;60.85087231;38.1567292;1.594761228;47.12357517;56.9696252;29.4218642;59.16532171;49.14703913;42.20689091;50.17308392;44.50502153;1.127357817
gene-LOC117892332;0;9.45E-05;239.9446535;941.0155972;1249.823322;1232.589688;1089.192548;1678.786568;1375.283451;1381.087522;1141.142869;1.21026697;882.0566634;1192.364261;1102.400474;1137.108854;1285.3841;1066.279349;1162.924101;1058.940466;1.098195922
gene-LOC117893596;0;9.49E-05;-285.2057589;2110.451993;2487.466956;1856.629709;1947.506205;1992.252939;1659.172237;1866.31046;2151.516219;0.867439643;2408.135521;2103.878264;2593.721216;2553.024156;2356.222472;2352.478814;2420.575147;2368.578334;1.021952752
gene-LOC117899972;0;9.50E-05;-90.84037003;969.3241577;887.2433927;714.7692444;856.1758893;800.2099874;642.4298079;766.2718949;857.1122649;0.894015786;969.054033;773.5875422;1025.168081;1038.229824;1164.406773;1092.936333;1098.52431;922.6032187;1.190679035
gene-LOC117902650;0;9.57E-05;188.6182344;2003.074694;2696.395443;2541.524697;2268.171332;2899.563937;2639.114268;2602.283179;2413.664945;1.078145989;1347.250931;2071.895317;1521.662039;1177.633047;1780.635033;1749.364557;1569.210879;1646.936096;0.952806173
gene-LOC117902804;0;9.62E-05;-625.2855477;3379.456429;5526.767448;4509.906254;3211.99569;4555.711266;3772.566532;3846.757829;4472.043377;0.860179007;5170.302004;4417.644621;5262.83596;5582.612821;5305.044819;5122.583707;5336.747116;4950.260861;1.078073917
gene-LOC117903003;0;9.71E-05;347.0025113;4956.926558;4207.613597;5310.978905;5137.055336;4470.378754;5909.092505;5172.175532;4825.17302;1.07191504;7192.990846;5779.91829;5968.960701;6385.802326;5777.612503;5894.525528;6019.313452;6313.956612;0.953334624
gene-LOC117893887;0;9.73E-05;-199.5712395;2335.94432;2470.602773;2823.670451;2080.047791;2395.405523;2556.050512;2343.834609;2543.405848;0.92153386;2977.243313;2267.79087;3078.262542;3196.54834;2505.55386;2957.814486;2886.638896;2774.432242;1.040443105
gene-LOC117891571;0;9.77E-05;27.30693894;50.76017744;45.90805305;80.77113752;84.4418168;79.23733281;95.68103522;86.45339494;59.146456;1.461683434;47.12357517;73.96056605;45.05222956;52.68145084;61.43379891;52.20325981;55.43950318;55.37879026;1.001096321
gene-LOC117902208;0;9.90E-05;-663.7660217;1359.787061;1451.256616;1988.297728;1136.223434;749.7070719;922.112834;936.0144465;1599.780468;0.585089308;2508.424155;2594.616615;1072.059177;1240.850788;2279.666507;2980.02864;2166.848645;2058.366649;1.052702951
gene-LOC117894075;0;9.96E-05;-364.6970513;4657.24628;3783.198331;3718.791688;4017.934042;3559.584797;3487.626306;3688.381715;4053.078766;0.910019747;4828.35401;4424.640891;4497.86749;5294.080568;4829.641729;4698.293383;4940.671893;4583.620797;1.077897172
gene-LOC117899658;0;9.98E-05;-171.8161375;1110.86696;1349.13462;1105.347485;967.3398;1060.561224;1021.999629;1016.633551;1188.449688;0.855428346;1424.581926;1160.381313;1545.567304;1476.701591;1452.67306;1636.072376;1521.815676;1376.843515;1.105293129
gene-LOC117902233;0;0.000100479;-113.6852784;876.5892181;715.790868;740.2176849;818.7649578;575.5590877;597.2178902;663.8473119;777.5325904;0.853787121;1657.783209;1670.109539;1552.92277;1313.794336;872.3599445;1131.811101;1105.98846;1626.938506;0.679797335
gene-LOC117903587;0;0.000101095;-149.9053517;1998.193908;2514.637028;2395.472777;1895.130901;2314.42671;2249.030048;2152.862553;2302.767905;0.934902101;2403.302334;2095.882527;2661.759277;2646.2298;2506.498995;2649.037758;2600.588851;2386.981379;1.089488537
gene-LOC117898528;0;0.000102115;-296.5059704;3844.107284;4906.540282;4372.705965;3722.922125;4410.2977;4100.615795;4077.945207;4374.451177;0.932218704;5753.909358;4857.410149;5601.187398;5760.108787;5393.887544;5403.592744;5519.196358;5404.168968;1.021284936
gene-LOC117894069;0;0.000103388;-175.5031005;2077.262646;2733.871404;1975.02028;1813.895736;2557.363148;1888.386146;2086.548343;2262.051444;0.922414187;2144.726819;1909.981645;2431.900963;2368.233836;2596.286855;2439.114011;2467.878234;2162.203142;1.141372051
gene-LOC117896438;1.08E-161;0.000105445;35.71279495;43.92707663;60.89843772;110.6453939;82.30404928;103.6180506;136.6871932;107.536431;71.82363607;1.497229003;44.70698157;80.95683582;92.8627589;64.02822487;72.77542332;82.1923665;72.99867156;72.84219209;1.002148198
gene-LOC117889929;0;0.000110128;-244.3250104;2414.0369;2853.794482;2700.854064;2231.829285;2446.779178;2557.101952;2411.903472;2656.228482;0.908018074;3333.690869;2522.654983;3186.755667;3226.536243;3232.362958;3283.25183;3247.383677;3014.367173;1.077301964
gene-LOC117890172;0;0.000110703;-198.6278457;1315.859984;1225.463947;1271.315575;1215.320832;1030.956066;970.4790716;1072.25199;1270.879836;0.843708398;1642.07535;1189.36586;1459.140578;1713.362878;1501.820099;1559.433548;1591.538842;1430.193929;1.112813311
gene-LOC117898742;0;0.000112737;-80.49216307;525.1726051;603.362983;497.9042724;426.484619;488.4850957;469.9936565;461.6544571;542.1466201;0.851530638;645.2304908;508.7287584;558.0959866;656.4919259;581.2582512;565.3501966;601.0334579;570.6850786;1.053178855
gene-LOC117900402;0;0.000114625;137.4481422;325.0603671;470.323319;439.2622136;392.2803388;727.9385739;526.7714137;548.9967755;411.5486332;1.333977885;402.3628341;470.7490083;445.9251294;180.7379006;458.3906534;296.558944;311.8958327;439.6789906;0.709371699
gene-LOC117890157;0;0.000115421;122.0533238;625.7168027;863.8209166;930.5277624;681.9478369;950.8479937;1153.429622;928.7418177;806.6884939;1.151301679;863.9322114;662.6466932;787.0348675;456.3024127;671.9912465;685.3066234;604.5334275;771.2045907;0.78388204
gene-LOC117903344;0;0.000115632;85.88360657;305.5372219;306.3659867;307.5941949;437.1734566;401.4111036;338.5636631;392.3827411;306.4991345;1.280208317;206.6187527;264.8587838;247.327546;225.3145128;355.3708983;288.7839904;289.8231338;239.6016942;1.209603859
gene-LOC117901760;0;0.000117172;591.2547528;2105.571207;2950.295083;2848.012438;2255.344727;3687.583565;3734.714694;3225.880995;2634.626242;1.224416938;3153.654646;2462.686956;1989.653567;2198.032226;2342.045441;2128.115868;2222.731178;2535.331723;0.87670231
gene-LOC117891582;0;0.000117257;-159.9343641;1432.998855;1759.496401;1498.138633;1331.829161;1483.740825;1395.26081;1403.610266;1563.54463;0.897710394;1680.740848;1205.357333;1664.174194;1754.697555;1497.094423;1667.172191;1639.654723;1516.757458;1.081026313
gene-LOC117893978;0;0.000118362;133.6477668;1009.346605;1069.938706;1243.654227;1076.365943;1286.953603;1360.563292;1241.29428;1107.646513;1.120659222;1274.753123;1054.4378;1120.78914;982.3064372;1144.55893;1020.740335;1049.201901;1149.993354;0.912354752
gene-LOC117898446;0;0.000119219;-81.00639823;729.1894721;672.6935121;699.2788892;665.9145806;547.6954103;644.5326878;619.3808929;700.3872911;0.884340565;623.4811484;635.6610812;753.9352702;748.8870858;794.8588443;910.7802775;818.1754025;671.0258333;1.219290468
gene-LOC117899506;0;0.000119487;-127.6968938;1588.20786;1948.750007;1609.890481;1413.064327;1799.819417;1550.873923;1587.919222;1715.616116;0.92556791;1419.748739;1545.17615;1441.671346;1727.141104;1706.914474;1577.204871;1670.42015;1468.865412;1.137217975
gene-LOC117890280;1.05E-270;0.000124226;72.04631772;119.0911855;121.7968754;172.6068144;136.8171209;188.9505628;303.8661448;209.8779429;137.8316251;1.522712532;124.4545703;136.9269939;114.0097238;73.75403118;90.73299531;123.2885498;95.92519208;125.1304293;0.766601638
gene-LOC117903781;0;0.000124651;-108.4365891;942.9679117;1279.804091;897.3341442;881.8290995;1082.329722;830.6375585;931.5987933;1040.035382;0.895737596;1300.127356;897.5214637;1191.5855;1362.423367;1098.247297;1218.446298;1226.372321;1129.744773;1.085530422
gene-LOC117893241;0;0.000125104;213.7629926;4354.63753;3454.346767;3852.672614;4547.031502;3554.360357;4201.55403;4100.981963;3887.218971;1.05499124;3947.505643;3974.880692;3861.619677;4339.330582;4124.570745;4066.300727;4176.734018;3928.002004;1.063322782
gene-LOC117896561;0;0.000126007;-160.2540814;1518.900694;1932.822723;1513.628988;1456.888561;1663.983989;1363.717612;1494.863387;1655.117469;0.903176612;1605.826446;1642.12446;1797.492016;1911.12094;2030.15077;2002.605903;1981.292538;1681.814307;1.178068547
gene-LOC117891319;0;0.000126835;678.2209932;1384.190993;2847.236188;1896.462051;2213.658261;3238.281766;2710.612185;2720.850737;2042.629744;1.33203325;1478.955282;3344.216946;2145.037787;2016.483841;2952.602889;1693.829175;2220.971968;2322.736672;0.956187585
gene-LOC117897389;0;0.000128049;53.31249339;234.277742;202.370193;273.2941228;300.3563357;224.6508996;344.8723028;289.959846;236.6473526;1.225282442;300.865903;316.8310735;293.2992088;206.6733841;190.9173443;243.2449765;213.6119016;303.6653951;0.703444993
gene-LOC117895353;0;0.000128635;-136.7019891;1091.343815;1466.247001;1097.602307;995.1307777;1221.648109;1028.308269;1081.695718;1218.397708;0.887801833;1210.713393;974.4804311;1228.362831;1240.040304;1240.017603;1355.06334;1278.373749;1137.852218;1.123497172
gene-LOC117898188;0;0.00013005;-211.8482133;985.918831;1253.570918;990.2762751;889.3112858;894.2498988;810.6601995;864.7404614;1076.588675;0.803222699;1646.908537;1334.28859;1746.923187;1553.697558;1562.308763;1583.869117;1566.625146;1576.040105;0.994026193
gene-LOC117894585;0;0.000130528;-130.0398664;1159.674823;1227.337745;983.6375514;1046.437198;1010.929048;923.1642739;993.5101734;1123.55004;0.884259836;1211.92169;1067.430872;1452.704545;1104.6895;1168.187315;1319.520695;1197.465836;1244.019036;0.962578387
gene-LOC117903504;0;0.000130618;-116.7008896;1362.715533;1495.290871;1502.564449;1267.696136;1354.871317;1387.900731;1336.822728;1453.523617;0.919711735;1743.572281;1304.304577;1570.392002;1800.084651;1603.894719;1596.086901;1666.688757;1539.422953;1.08267111
gene-LOC117898936;0;0.000131567;-477.2765606;2824.999106;3320.370204;2177.501351;2375.059708;2507.730972;2008.2503;2297.01366;2774.290221;0.827964444;3400.147193;2540.645391;3457.988477;3649.608818;2179.482158;3229.937862;3019.676279;3132.92702;0.963851459
gene-LOC117893792;0;0.000131618;127.4691058;1442.760428;1721.08354;1641.977645;1516.746051;1895.600808;1775.882071;1729.409643;1601.940538;1.079571684;1509.162702;1626.132986;1748.762054;1629.883041;1719.201234;1953.734766;1767.606347;1628.019247;1.085740448
gene-LOC117893527;0;0.000132518;-445.4321278;5527.002397;4801.60759;4617.232286;5060.095705;4133.402405;4416.04778;4536.515297;4981.947424;0.910590761;9154.056551;7986.741667;8895.516756;8591.128906;6352.254807;7637.225839;7526.869851;8678.771658;0.867273636
gene-LOC117895250;0;0.000133084;-86.73373666;901.9693068;800.1117818;744.6435007;768.5274212;761.8974308;656.0985273;728.8411264;815.5748631;0.893653249;853.0575402;847.5481083;831.1676638;937.729825;885.5918396;922.9980617;915.4399088;843.9244374;1.084741558
gene-LOC117897374;0;0.000133505;-184.1220529;1454.474315;2003.090152;1710.577789;1250.593996;1724.935783;1640.246318;1538.592032;1722.714085;0.893120945;1813.653496;1210.354669;1667.851927;2036.745938;1613.346073;1781.575079;1810.555697;1563.953364;1.157678828
gene-LOC117900843;0;0.000135328;62.66108835;217.6830686;231.4140633;277.7199386;234.0855428;322.1737708;358.5410221;304.9334452;242.2723569;1.258639034;209.0353463;162.9131387;159.0619534;182.3588683;214.5457285;273.2340832;223.37956;177.0034795;1.262006604
gene-LOC117895507;0;0.000135396;-272.4531513;1617.492577;1954.371401;1358.725437;1298.693765;1535.985221;1278.550976;1371.076654;1643.529805;0.834226827;1915.150427;1567.164427;2227.78678;2332.572546;2041.492394;2424.674812;2266.246584;1903.367211;1.190651268
gene-LOC117903381;0;0.000136073;434.6460518;3223.271267;2553.986788;2789.370379;3606.413796;2762.857769;3501.295025;3290.188863;2855.542812;1.152211359;2849.163853;3568.097579;2488.905825;3076.596729;2935.590452;2802.315415;2938.167532;2968.722419;0.989707732
gene-LOC117893018;0;0.000138611;156.8371807;2335.94432;2552.11299;2497.266539;2456.294873;2759.374809;2640.165708;2618.611797;2461.774616;1.063708993;2435.926347;2196.828705;2489.825258;2474.407222;2507.444131;2524.638501;2502.163284;2374.193437;1.053900346
gene-LOC117891192;0;0.000139437;-284.6795578;7618.907402;8493.926714;8361.472414;7363.540202;8150.12566;8106.601995;7873.422619;8158.102177;0.965104683;9872.993146;6817.365149;8247.31631;9350.552282;8511.889122;8181.47259;8681.304665;8312.558202;1.044360166
gene-LOC117901790;0;0.0001396;-175.8415088;1467.164359;1914.084743;1555.674238;1357.482371;1603.032194;1448.884248;1469.799604;1645.641113;0.89314711;1662.616396;1487.207058;1939.084738;1874.649166;1713.530422;2027.041471;1871.740353;1696.30273;1.103423534
gene-LOC117891037;0.000199447;0.000141797;18.4054098;9.761572585;7.495192335;2.212907877;52.37530409;19.15627826;3.154319843;24.89530073;6.489890932;3.83601219;1.208296799;18.98987507;1.838866513;8.104838591;30.24433177;0;12.78305679;7.34567946;1.740214347
gene-LOC117889613;0;0.000142985;-51.65366738;246.9677864;222.0450729;273.2941228;223.3967052;171.5357644;192.4135104;195.7819933;247.4356607;0.791244046;216.2851271;286.8470602;236.2943469;240.7137062;246.680331;207.7023316;231.6987896;246.4755114;0.940047911
gene-LOC117903456;0;0.000143059;-90.90760416;847.3045003;969.6905084;888.4825127;764.2518862;831.5566245;836.9461982;810.9182363;901.8258405;0.899196053;1103.174978;865.5385162;1029.765247;1160.612886;1115.259734;1096.268456;1124.047025;999.4929137;1.124617303
gene-LOC117898607;0;0.000144943;458.0035691;2947.018763;3896.563115;4580.719306;3147.862664;4669.778196;4980.671031;4266.103964;3808.100395;1.120270876;3989.796031;4371.669134;3236.405063;3297.858823;3108.550225;4145.16097;3517.190006;3865.956743;0.909785142
gene-LOC117901864;0;0.000145736;43.66057538;121.0435;86.19471185;139.4131963;135.7482371;141.0598672;200.82503;159.2110448;115.5504694;1.377848533;102.7052279;100.946178;82.74899308;92.39515994;111.5259734;97.74227368;100.554469;95.46679967;1.053292552
gene-LOC117899500;0;0.000145827;9.498942368;57.59327825;29.98076934;56.42915087;66.27079293;50.50291542;55.72631722;57.50000852;48.00106615;1.197890237;45.91527837;107.9424478;35.857897;59.16532171;54.81785133;48.87113684;54.28476996;63.23854104;0.858412751
gene-LOC117903572;5.62E-96;0.00014594;-25.00389635;93.71109681;96.50060132;39.83234179;61.9952579;58.3395747;34.69751827;51.67745029;76.68134664;0.673924658;129.2877575;90.9515069;76.31296028;119.1411273;112.4711088;71.08528995;100.8991753;98.85074157;1.020722493
gene-LOC117896377;1.28E-246;0.00014637;23.37431569;32.21318953;48.71875018;52.00333512;49.16865282;79.23733281;74.65223627;67.68607397;44.31175827;1.527496913;48.33187197;67.9637634;57.0048619;27.55645121;57.65325744;59.97821339;48.39597401;57.76683242;0.837781335
gene-LOC117891834;0;0.000146619;-151.4895629;1347.097017;1275.119596;1170.628267;1263.420601;1127.608198;947.3473927;1112.792064;1264.281627;0.880177359;1425.790223;1294.309906;1503.273374;1623.39917;1498.984693;1503.898165;1542.09401;1407.791168;1.095399691
